
Project					Material	Description	Requirement Element	Receipt Element	Receipt Element No.	Receipt Element Item	Rec./reqd qty	Target Quantity	Release/Creation	Bas. start date	Receipt Date	Requirements Date	MRP Controller	Reqmt Element Number	InhseProdTime	Purch. Group	Base Unit	Pl. Deliv. Time
		10310804			10310804	SINGLE BLADDER COVER PLATE	OrdRes	POitem	         4501732645	                  20	-2	             16			04.01.2023	12.06.2023	U01	             8262177		BC3	EA	            150
		10292194			10292194	SHCS HEX, M10X15, A4-80	OrdRes	ProjSt			-38					12.06.2023	P01	             8262177		BC5	EA	            159
		10118380			10118380	O-RING, 53,64x2,62, NBR70A	OrdRes	PurRqs	           17381808	                  10	-2	             10	18.11.2022		08.05.2023	12.06.2023	C02	             8262177		B02	EA	            144
		10290975			10290975	O-RING, 88,49 x 3,53 NBR90A	OrdRes	Stock			-4					12.06.2023	B15	             8262177		B01	EA	            164
		10286509			10286509	BLADDER RESERVOIR, (WATER TRAP)	OrdRes	ProjSt			-2					12.06.2023	M01	             8262177		BC3	EA	            159
		10292499			10292499	EARTH STRP FLT BRAID M6 - M10, L=700MM	OrdRes	ProjSt			-4					12.06.2023	C02	             8262177		BC0	EA	            134
		BB17-060045-16			BB17-060045-16	WASHER, SINGLE COIL, M10, DIN 127 B, A4	OrdRes	PurRqs	           17382078	                  10	-6	             10	03.11.2022		08.05.2023	12.06.2023	C02	             8262177		BC5	EA	            159
		10018408			10018408	BLADDER SUPPORT TOP iCON SCM	OrdRes	ProjSt			-2					12.06.2023	M01	             8262177		BC3	EA	            159
		10212427			10212427	TUBE 1/4"ODx0.028 WALL TO ASTM A269 GRA	OrdRes	ProjSt			-2					12.06.2023	C02	             8262177		VJ1	M	            159
		10286508			10286508	O-RING, 11,89x1,98, NBR50A	OrdRes	POitem	         4501745284	                  40	-1	             64			22.02.2023	12.06.2023	B15	             8262177		B01	EA	            164
		10287917			10287917	CAP, CHECK VLV 3/8" SAE (M)	OrdRes	PurRqs	           17382135	                  10	-1	              3	05.10.2022		28.06.2023	12.06.2023	M01	             8262177		BC3	EA	            240
		BB20-080010-02			BB20-080010-02	O-RING, 14,6x2,4, NBR70A	OrdRes	POitem	         4501745284	                  60	-6	            116			22.02.2023	12.06.2023	B15	             8262177		B01	EA	             74
		BB20-080016-23			BB20-080016-23	O-RING, 19,99x5,33, NBR 50A	OrdRes	POitem	         4501745284	                  50	-2	            128			22.02.2023	12.06.2023	B15	             8262177		B01	EA	            164
		10288488			10288488	VENT CAP (SAE FITTING)	OrdRes	ProjSt			-3					12.06.2023	M01	             8262177		BC3	EA	            116
		10320576			10320576	COVER PLATE, BUCKET, TYPE 2 SRM	OrdRes	POitem	         4501742102	                  20	-2	              8			03.03.2023	12.06.2023	M01	             8262177		BC3	EA	            189
		10252159			10252159	O-RING, 7,64x1,62, NBR90A	OrdRes	PurRqs	           17382738	                  10	-3	             20	28.11.2022		08.05.2023	12.06.2023	C02	             8262177		TS9	EA	            136
		10282914			10282914	SPLIT FLANGE 20 DEGREE VARIANT, ROV CONN	OrdRes	ProjSt			-2					12.06.2023	M01	             8262177		BC3	EA	            189
		10286651			10286651	SPLIT FLANGE, ROV CONN	OrdRes	ProjSt			-2					12.06.2023	M01	             8262177		BC3	EA	            116
		10356140			10356140	CENTRAL MOUNTING COLUMN, COMP SCM VECTUS	OrdRes	POitem	         4501733124	                  30	-1	              4			15.03.2023	12.06.2023	C03	             8262177		BC4	EA	            150
		10352752			10352752	SEM SUPPORT, COMPRESSION SCM - VECTUS	OrdRes	POitem	         4501736890	                  30	-2	              8			16.11.2022	12.06.2023	Y01	             8262177	           10	BC3	EA	            114
		10355518			10355518	PSM SUPPORT, COMP SCM - VECTUS	OrdRes	POitem	         4501736330	                 120	-2	              8			06.12.2022	12.06.2023	M01	             8262177		BC3	EA	            114
		10354092			10354092	ROCKWELL SEM SPACER, COMP. SCM - VECTUS	OrdRes	POitem	         4501736330	                  80	-2	              8			06.12.2022	12.06.2023	M01	             8262177		BC3	EA	            114
		10353297			10353297	PSM/ROCKWELL SEM SUPPORT,COMP SCM-VECTUS	OrdRes	POitem	         4501736330	                  40	-2	              8			06.12.2022	12.06.2023	U01	             8262177	           10	BC3	EA	            114
		10355519			10355519	ROCKWELL SEM ADAPTER, COMP SCM - VECTUS	OrdRes	POitem	         4501736330	                 130	-2	             16			06.12.2022	12.06.2023	M01	             8262177		BC3	EA	            114
		10352876			10352876	EM CABLE TRAY, COMPRESSION SCM - VECTUS	OrdRes	POitem	         4501735387	                  20	-4	             16			16.11.2022	12.06.2023	Y01	             8262177	           10	BC3	EA	            135
		10352877			10352877	ROCKWELL SEM CABLE TRAY, COMP SCM	OrdRes	POitem	         4501735387	                  30	-2	              8			16.11.2022	12.06.2023	Y01	             8262177	           10	BC3	EA	            135
		10354170			10354170	ROCKWELL SEM EXT. CABLE TRAY, COMP SCM	OrdRes	POitem	         4501735387	                  60	-2	              8			16.11.2022	12.06.2023	S03	             8262177		BC3	EA	            135
		10354093			10354093	ROCKWELL SEM INT CABLE TRAY, COMP SCM	OrdRes	POitem	         4501735387	                  50	-2	              8			16.11.2022	12.06.2023	S03	             8262177		BC3	EA	            135
		10354091			10354091	OIL TRAP CABLE TRAY, COMP SCM - VECTUS	OrdRes	POitem	         4501735387	                  40	-2	              8			16.11.2022	12.06.2023	Y01	             8262177	           10	BC3	EA	            135
		10354171			10354171	EARTH BAR 15 POSNS, COMP. SCM - VECTUS	OrdRes	POitem	         4501736330	                 100	-4	             16			01.11.2022	12.06.2023	M01	             8262177		BC3	EA	            114
		10354172			10354172	EARTH BAR CAP 15 POSNS, COMP SCM-VECTUS	OrdRes	QM-lot	        10003213146		-4	             16		26.10.2022	26.10.2022	12.06.2023	M01	             8262177		BC3	EA	            130
		10353298			10353298	INT. SEM SUPPORT SIDE A, COMP SCM-VECTUS	OrdRes	POitem	         4501736330	                  50	-1	              8			06.12.2022	12.06.2023	U01	             8262177	           10	BC3	EA	            114
		10353299			10353299	EXT. SEM SUPPORT SIDE A, COMP SCM-VECTUS	OrdRes	POitem	         4501736330	                  60	-1	              8			06.12.2022	12.06.2023	U01	             8262177	           10	BC3	EA	            114
		10352878			10352878	INT. SEM SUPPORT SIDE B, COMP SCM-VECTUS	OrdRes	POitem	         4501736330	                  20	-1	              8			06.12.2022	12.06.2023	Y01	             8262177	           10	BC3	EA	            114
		10352879			10352879	EXT. SEM SUPPORT SIDE B, COMP SCM-VECTUS	OrdRes	POitem	         4501736890	                  40	-1	              8			16.11.2022	12.06.2023	U01	             8262177	           10	BC3	EA	            114
		10356059			10356059	POSITION PLATE SIDE A, COMP SCM - VECTUS	OrdRes	POitem	         4501736330	                 150	-1	              8			06.12.2022	12.06.2023	M01	             8262177		BC3	EA	            114
		10356058			10356058	POSITION PLATE SIDE B, COMP SCM - VECTUS	OrdRes	POitem	         4501736330	                 140	-1	              8			06.12.2022	12.06.2023	M01	             8262177		BC3	EA	            114
		10352920			10352920	POSITION PLATE SPRT, COMP SCM - VECTUS	OrdRes	POitem	         4501736890	                  60	-1	              8			29.11.2022	12.06.2023	U01	             8262177	           10	BC3	EA	            114
		10353875			10353875	ELEC CONN ROV 4W PINS ODI R/M DUAL KEY	OrdRes	ShpgNt	         4500946964	                  70	-2	              8			28.09.2022	12.06.2023	S03	             8262177		BC7	EA	            250
		10356689			10356689	SPRT, RND BAR, 35MM DIA, 335MM, M12xM10	OrdRes	QM-lot	        10003212547		-4	             32		26.10.2022	26.10.2022	12.06.2023	M01	             8262177		BC3	EA	            114
		10356830			10356830	SPRT, RND BAR, 50MM DIA, 335MM, M12xM10	OrdRes	QM-lot	        10003212379		-4	             32		26.10.2022	26.10.2022	12.06.2023	M01	             8262177		BC3	EA	            114
		10356831			10356831	SPRT, RND BAR, 35MM DIA, 70MM, M12xM10	OrdRes	QM-lot	        10003212383		-8	             64		26.10.2022	26.10.2022	12.06.2023	M01	             8262177		BC3	EA	            114
		BB88-KC2007-04			BB88-KC2007-04	TERMINATION SLEEVE 0.060"/0.067"DIA WIRE	OrdRes	ShpgNt	         4501733401	                  30	-184	            772			17.11.2022	12.06.2023	S03	             8262177		BC7	EA	            250
		10265171			10265171	BOOT SEAL 0.94MM-1.07MM	OrdRes	ShpgNt	         4501732098	                  30	-90	            620			17.11.2022	12.06.2023	S03	             8262177		BC7	EA	            250
		BB88-KC2007-21			BB88-KC2007-21	TERMINATION SLEEVE (BLANK) BLACK	OrdRes	ShpgNt	         4501732098	                  10	-140	            820			17.11.2022	12.06.2023	S03	             8262177		BC7	EA	            250
		BB88-083007-12			BB88-083007-12	TERM SLEEVE (1/1.9MM DIA WIRE) NITRILE 7	OrdRes	ShpgNt	         4501735626	                  10	-96	            100			22.03.2023	12.06.2023	S03	             8262177		BC7	EA	            260
		BB88-083007-11			BB88-083007-11	TERMINATION SLEEVE BLANK NITRILE FOR 7&1	OrdRes	ShpgNt	         4501735626	                  20	-36	             88			23.11.2022	12.06.2023	S03	             8262177		BC7	EA	            260
		10202856			10202856	BOOT SEAL 1.73MM-1.93MM	OrdRes	ShpgNt	         4501732098	                  40	-14	            112			17.11.2022	12.06.2023	C02	             8262177		BC7	EA	            250
		10292255			10292255	TERMINATION SLEEVE 0.085"/0.095"DIA WIRE	OrdRes	ShpgNt	         4501732098	                  20	-4	             32			17.11.2022	12.06.2023	S03	             8262177		BC7	EA	            250
		10292496			10292496	PSM CABLE TRAY	OrdRes	POitem	         4501735387	                  70	-4	             32			16.11.2022	12.06.2023	M01	             8262177		BC3	EA	            120
		BB20-080017-01			BB20-080017-01	TRANSFORMER OIL - UNINHIBITED - 208L	OrdRes	PurRqs	           16340104	                  10	-500	          1.920	18.11.2022		05.04.2023	12.06.2023	C02	             8262177		BC7	L	            195
		10017370			10017370	SHCS HEX, M10X60, A4-80	OrdRes	PurRqs	           17419172	                  10	-4	             10	05.10.2022		29.03.2023	12.06.2023	P04	             8262177		BC5	EA	            150
		10071009			10071009	SHCS HEX, M12X65, A4-80	OrdRes	POitem	         4501738294	                  60	-2	             16			07.12.2022	12.06.2023	P02	             8262177		BC5	EA	            150
		10108569			10108569	NUT HEX, M12, A4-80	OrdRes	POitem	         4501744670	                  20	-2	             42			31.03.2023	12.06.2023	P01	             8262177		BC5	EA	            160
		BB17-080297-16			BB17-080297-16	WASHER FLAT M10 FORM'A' ST STL BS4320	OrdRes	ProjSt			-2					12.06.2023	C02	             8262177		BC5	EA	            186
		10357869			10357869	WID BRACKET, COMPRESSION SCM - VECTUS	OrdRes	POitem	         4501741444	                  20	-1	              8			04.01.2023	12.06.2023	P02	             8262177		BC3	EA
		10108612			10108612	SHCS HEX, M8X50, A4-80	OrdRes	PurRqs	           17419982	                  10	-4	             10	05.10.2022		02.06.2023	12.06.2023	P01	             8262177		BC5	EA	            216
		10141841			10141841	EARTH STRAP FLAT BRAID M6 - M6 300LG	OrdRes	ProjSt			-9					12.06.2023	P02	             8262177		BC5	EA	            189
		10179185			10179185	EARTH STRAP FLAT BRAID M6 - M6 1500LG	OrdRes	ProjSt			-4					12.06.2023	P02	             8262177		BC5	EA	            189
		10187811			10187811	SEAL RING TERMINAL M6 16-14 AWG BLUE	OrdRes	ProjSt			-58					12.06.2023	L02	             8262177		BC5	EA	            180
		10292660			10292660	CRIMP TERMINAL M10 RING TYPE	OrdRes	ProjSt			-2					12.06.2023	C02	             8262177		BC7	EA	            120
		10355698			10355698	COMPRESSION SCM, WIRING CONSUMABLES	OrdRes	PldOrd	          112486495		-1	              1	01.06.2023	09.06.2023	12.06.2023	12.06.2023	A71	             8262177	            1		EA

			10176532		10176532	TUBING HEAT SHRINK DIA19/6 ADHESIVE LINE	DepReq	ProjSt			-30					09.06.2023	C02	            10456569		BC5	M	            120
			10236327		10236327	WIRE FLEXLITE FLHTC0311-22-9	DepReq	ProjSt			-10					09.06.2023	C02	            10456569		BC0	M	            243
			BB15-080432-12		BB15-080432-12	CABLE TIE 100 LGx2.5MM WD EXT SERRATION	DepReq	POitem	         4501738068	                  80	-300	          2.100			26.09.2022	09.06.2023	L02	            10456569		BC5	EA	             28
			BB15-080432-13		BB15-080432-13	CABLE TIE 145 LGx3.4MM WD EXT SERRATION	DepReq	POitem	         4501738068	                  70	-150	          1.050			26.09.2022	09.06.2023	C02	            10456569		BC0	EA	            145
			BB15-080750-50		BB15-080750-50	CABLE TIE 245 LGx4.6mm WD EXT SERRATION	DepReq	POitem	         4501738068	                  60	-50	            300			26.09.2022	09.06.2023	S03	            10456569		BC0	EA	            159
			10167025		10167025	CRIMP MINISEAL SPLICE BLUE D-436-37	DepReq	POitem	         4501739180	                  50	-200	          1.400			23.12.2022	09.06.2023	C02	            10456569		BC0	EA	            190
			10167354		10167354	STUB SPLICE RED	DepReq	POitem	         4501739179	                  30	-1.200	          8.400			02.12.2022	09.06.2023	C02	            10456569		BC0	EA	            190
			BB15-082810-01		BB15-082810-01	SLEEVE TMS READYPRINT 18/12 YELLOW	DepReq	POitem	         4501739180	                  80	-1.000	          4.000			07.11.2022	09.06.2023	C02	            10456569		BC5	EA	            120
			10236326		10236326	WIRE FLEXLITE FLHTC0311-16-9	DepReq	POitem	         4501739180	                  90	-500	          3.200			07.11.2022	09.06.2023	C02	            10456569		BC0	M	            120
			10233489		10233489	HEAT SHRINK TUBE, 6:2 MM, TRANSPARENT	DepReq	POitem	         4501739179	                  70	-1.000	          7.000			02.12.2022	09.06.2023	C02	            10456569		BC0	M	            243
			10302067		10302067	SOLDER SLEEVE TERMINATION 13 TO 15.1	DepReq	ProjSt			-8					09.06.2023	C02	            10456569		BC7	EA	            120
			10302065		10302065	NYLON TUBING 12MM OD X 8.5MM ID (NATURAL	DepReq	POitem	         4501739179	                  60	-2	             30			19.10.2022	09.06.2023	C02	            10456569		BC0	M	            120
			10302064		10302064	BRAIDED NYLON SLEEVING NOM DIA 11.9MM	DepReq	POitem	         4501739180	                  70	-15	            100			16.12.2022	09.06.2023	C02	            10456569		BC0	M	            159
			10302066		10302066	SCREENING BRAID HBT99-07.5-2/0-F	DepReq	POitem	         4501739180	                  40	-15	            200			23.12.2022	09.06.2023	C02	            10456569		BC0	M	            120
			10292521		10292521	CRIMP MINISEAL PARALLEL BLUE D-436-58	DepReq	POitem	         4501739179	                  40	-100	            700			19.10.2022	09.06.2023	C02	            10456569		BC0	EA	            110
			10294694		10294694	BLACK EDGING STRIP, RAYRIM NR7, 1.2 M	DepReq	POitem	         4501739180	                  30	-15	            300			07.11.2022	09.06.2023	C02	            10456569		BC0	EA	            275
			BB15-080265-18		BB15-080265-18	HEATSHRINK SLEEVE BLACK 38.0 TO 19.0MM B	DepReq	POitem	         4501739180	                  60	-10	             90			07.11.2022	09.06.2023	C02	            10456569		BC0	EA	            159
			10202466		10202466	Black Expandable braided sleeve,30mm dia	DepReq	POitem	         4501739179	                  20	-60	            420			13.12.2022	09.06.2023	C02	            10456569		BC5	EA	            159
			10203021		10203021	BLACK EXPANDABLE BRAIDED SLEEVE 20MM	DepReq	ProjSt			-60					09.06.2023	L02	            10456569		BC0	EA	            159
			BB88-080017-05		BB88-080017-05	CRIMP MINISEAL SPLICE YELLOW D-436-38	DepReq	POitem	         4501743068	                  20	-100	            700			28.12.2022	09.06.2023	C02	            10456569		BC0	EA	            120
			10166798		10166798	STUB SPLICE (YELLOW) D-436-59	DepReq	POitem	         4501739180	                  20	-100	            700			07.11.2022	09.06.2023	C02	            10456569		BC0	EA	            190

		10063433			10063433	ANTI ROTATIONAL PIN, MONOLOCK OVERRIDE	OrdRes	POitem	         4501738546	                  20	-1	              8			18.11.2022	12.06.2023	M01	             8262177		BC3	EA	             99
