
Project								Material	Description	Requirement Element	Receipt Element	Receipt Element No.	Receipt Element Item	Rec./reqd qty	Target Quantity	Release/Creation	Bas. start date	Receipt Date	Requirements Date	MRP Controller	Reqmt Element Number	InhseProdTime	Purch. Group	Base Unit	Pl. Deliv. Time
			10269147					10269147	STUD TE, 3/4-10UNRC x 110mm, L7	DepReq	PurRqs	           17564557	                  10	-48	            304	26.10.2022		19.04.2023	16.02.2023	P02	            10456954		BC5	EA	            216
			10111762					10111762	SEAL, BX152, 84,68x10,24x10,24, 6MO	DepReq	PurRqs	           16935659	                  10	-10	             48	26.10.2022		19.04.2023	16.02.2023	M01	            10456954		TS9	EA	            195
			10111765					10111765	SEAL, BX169, 173,51x15,85x12,93, 6MO	DepReq	PurRqs	           16935601	                  10	-2	             10	26.10.2022		19.04.2023	16.02.2023	M01	            10456954		TS9	EA	            195
			10149822					10149822	SEAL,HX 166,9x191x17,7, UNSS32760 HXM192	DepReq	PurRqs	           17533547	                  10	-2	              4	13.12.2022		05.01.2023	16.02.2023	P02	            10456954		BC5	EA
			10114022					10114022	GUIDE FUNNEL, FCM RT	DepReq	PurRqs	           17533164	                  10	-2	              4	20.10.2022		12.04.2023	16.02.2023	P02	            10456954		BC4	EA	            150
			10345082					10345082	CLAMP CONNECTOR FCM, 12"-2x5"+2x2"+4HC28	DepReq	PldOrd	          112492400		-1	              1	07.02.2023	14.02.2023	16.02.2023	16.02.2023	P02	            10456954	            1	BC5	EA

				10295462				10295462	CLAMP CONNECTOR, MKII DI, FCM 12"	DepReq	POitem	         4501727969	                  40	-1	              2			10.02.2023	14.02.2023	A21	            10457724	            5	D10	EA	            170

					BB26-NT0145-03			BB26-NT0145-03	RING ELEMENT RIGHT MATERIAL, ROUGH MACH	SubReq	ShpgNt	         4501728112	                  10	-4	              8			22.07.2022	25.08.2022	U01	             8774163		BC3	EA	            150
					10292120			10292120	TRAVERSE LEFT / RIGHT MATERIAL	SubReq	ShpgNt	         4501728100	                  20	-4	              8			05.07.2022	25.08.2022	U01	             8774163		BC3	EA	            150
					BB26-NT0145-01			BB26-NT0145-01	TOP RING ELEMENT MATERIAL, ROUGH MACH	SubReq	ShpgNt	         4501728112	                  20	-4	              8			22.07.2022	25.08.2022	U01	             8774163		BC3	EA	            150
					BB26-NT0145-02			BB26-NT0145-02	RING ELEMENT LEFT MATERIAL, ROUGH MACH	SubReq	ShpgNt	         4501728112	                  30	-4	              8			22.07.2022	25.08.2022	U01	             8774163		BC3	EA	            150
					10292759			10292759	FORGED BAR Ø90x800	SubReq	ShpgNt	         4501728100	                  30	-2	              4			05.07.2022	25.08.2022	P02	             8774163		BC2	EA	            150
					10293459			10293459	BAR Ø100x370	SubReq	ShpgNt	         4501728100	                  10	-4	              8			05.07.2022	25.08.2022	U01	             8774163		BC3	EA	            150
					BB26-NT0107-01			BB26-NT0107-01	CLAMP SEGMENTS, FORGING	SubReq	ShpgNt	         4501728100	                  40	-2	              4			05.07.2022	25.08.2022	F01	             8774163		BC2	EA	            150
					10233070			10233070	ROUND BAR, Ø55MM X 56MM, UNS N06625	SubReq	ShpgNt	         4501728025	                  10	-24	             48			24.08.2022	25.08.2022	F01	             8774163		BC2	EA	            150
					BB26-NT0145-07			BB26-NT0145-07	ROUND BAR, Ø55MM, S355	SubReq	ShpgNt	         4501728100	                  50	-1.410	          2.820			05.07.2022	25.08.2022	F01	             8774163		BC2	MM	            100

				10106067				10106067	SEAL PLATE 12"- 2X5" + 2X2" + 4HC(28)	DepReq	POitem	         4501727969	                  50	-1	              2			07.02.2023	14.02.2023	P02	            10457724		BC3	EA	            170
				BB19-NT0048-01				BB19-NT0048-01	SEAL TX 2"(50) GR. 2	DepReq	POitem	         4501732077	                  40	-2	              6			21.11.2022	14.02.2023	P02	            10457724		BC5	EA	            153

					10058046			10058046	TX-SEAL 2"/1,5" FORGING TITANIUM GR2	SubReq	ShpgNt	         4501728119	                  30	-6	              6			14.12.2022	10.06.2022	V01	             9109729		BC1	EA	            232

				BB19-NT0062-00				BB19-NT0062-00	TX SEAL 12" - 5" (130) MACH	DepReq	POitem	         4501732077	                  50	-2	              9			04.01.2023	14.02.2023	P02	            10457724		BC8	EA	            153

					10104810			10104810	TX-SEAL 5"(115/125/130) GR2 FORGING	SubReq	ShpgNt	         4501728119	                  10	-9	              9			14.12.2022	28.07.2022	V01	             9109731		BC1	EA	            232

				10011561				10011561	HYDRAULIC SEAL 28MM ASSEMBLY	DepReq	ProjSt			-4					14.02.2023	V01	            10457724		BA1	EA	            173

			10360743					10360743	FLOWLOOP 2-1/2", SPFM TO CHOKE, GAS LIFT	DepReq	POitem	         4501732887	                  60	-1	              2			12.05.2023	16.02.2023	P02	            10456954		BA1	EA	            140

				10011933				10011933	FLANGE, 2 1/16" API, 2 1/2" SCH 160, 10K	SubReq	PurRqs	           17133539	                  10	-6	             12	03.10.2022		04.01.2023	21.03.2023	F01	            10396872		BC2	EA	            194
				10011483				10011483	PIPE, 2 1/2" SCH 160, SMLS, ASME B36.10M	SubReq	POitem	         4501729930	                  60	-0,106	             36			01.11.2022	21.03.2023	F01	            10396872		BC4	M	            303
				10019816				10019816	ELBOW 90°, 2 1/2" SCH 160, LR,ASME B16.9	SubReq	PurRqs	           17133540	                  10	-6	             16	03.10.2022		04.01.2023	21.03.2023	F01	            10396872		BC4	EA	            303
				10011483				10011483	PIPE, 2 1/2" SCH 160, SMLS, ASME B36.10M	SubReq	POitem	         4501729930	                  60	-0,602	             36			01.11.2022	21.03.2023	F01	            10396872		BC4	M	            303
				10011483				10011483	PIPE, 2 1/2" SCH 160, SMLS, ASME B36.10M	SubReq	POitem	         4501729930	                  60	-0,617	             36			01.11.2022	21.03.2023	F01	            10396872		BC4	M	            303
				10120130				10120130	TEE BLOCK, 2 1/2" SCH 160, 69MPa	SubReq	PurRqs	           17129994	                  10	-2	              4	19.10.2022		18.01.2023	21.03.2023	P02	            10396872		BC2	EA	             10

			10360745					10360745	FLOWLOOP, 6", MPFM TO CHOKE	DepReq	POitem	         4501732887	                  70	-1	              2			12.05.2023	16.02.2023	P02	            10456954	           10	BA1	EA	            140

				10011678				10011678	FLANGE, 5 1/8", API, 6" SCH XXS, 10K	SubReq	PurRqs	           17134552	                  10	-2	              4	03.10.2022		04.01.2023	21.03.2023	F01	            10396873	           30	BC2	EA	            194
				10019840				10019840	ELBOW 90°, 6" SCH XXS, LR, ASME B16.9	SubReq	PurRqs	           17134553	                  10	-4	              4	03.10.2022		04.01.2023	21.03.2023	F01	            10396873	           30	BC4	EA	            303
				10011442				10011442	PIPE, 6" SCH XXS, SMLS, ASME B36.10M	SubReq	PurRqs	           17124992	                  10	-0,428	          9,352	01.08.2025		05.01.2026	21.03.2023	F01	            10396873		BC4	M	            303
				10011442				10011442	PIPE, 6" SCH XXS, SMLS, ASME B36.10M	SubReq	PurRqs	           17124992	                  10	-0,142	          9,352	01.08.2025		05.01.2026	21.03.2023	F01	            10396873		BC4	M	            303
				10051650				10051650	ELBOW 90°, 6" SCH XXS, SR, ASME B16.9	SubReq	PurRqs	           17131232	                  10	-2	             10	03.10.2022		04.01.2023	21.03.2023	F01	            10396873	           30	BC4	EA	            303
				10131274				10131274	FLANGE BLOCK, 6" XXS, MACHINED	SubReq	POitem	         4501744676	                  20	-4	              4			07.02.2023	21.03.2023	P02	            10396873		BC2	EA	            140
				10011442				10011442	PIPE, 6" SCH XXS, SMLS, ASME B36.10M	SubReq	PurRqs	           17124992	                  10	-0,572	          9,352	01.08.2025		05.01.2026	21.03.2023	F01	            10396873		BC4	M	            303
				10343211				10343211	FLANGE, 5 1/8", API, 6" SCH XXS,10K,IDM2	SubReq	PurRqs	           17134554	                  10	-2	              2	03.10.2022		04.01.2023	21.03.2023	M01	            10396873		BC3	EA	            194
				10011442				10011442	PIPE, 6" SCH XXS, SMLS, ASME B36.10M	SubReq	PurRqs	           17124992	                  10	-0,150	          9,352	01.08.2025		05.01.2026	21.03.2023	F01	            10396873		BC4	M	            303
				10102866				10102866	ELBOW 45°, 6" SCH XXS, LR, ASME B16.9	SubReq	PurRqs	           17134613	                  10	-2	              4	03.10.2022		04.01.2023	21.03.2023	V01	            10396873		BC4	EA	            303
				10011442				10011442	PIPE, 6" SCH XXS, SMLS, ASME B36.10M	SubReq	PurRqs	           17124992	                  10	-0,204	          9,352	01.08.2025		05.01.2026	21.03.2023	F01	            10396873		BC4	M	            303

			10154611					10154611	HATCH, FCM 320 x 335	DepReq	PurRqs	           17566475	                  10	-1	              2	26.10.2022		19.04.2023	16.02.2023	P02	            10456954		BC5	EA
			10131380					10131380	CHOKE, FIXED, CC40-10K, CV206	DepReq	ShpgNt	         4501730322	                  20	-1	              2			21.03.2023	16.02.2023	P02	            10456954		BC1	EA	            250
			10228750					10228750	STUD TE, 1-1/4 -8UNR x 160mm, L7	DepReq	PurRqs	           17566535	                  10	-24	             48	26.10.2022		19.04.2023	16.02.2023	P02	            10456954		BC5	EA
			10136618					10136618	NUT HVY HEX, 1-1/4- 8UN, 7	DepReq	PurRqs	           17564574	                  10	-24	            160	24.10.2022		15.05.2023	16.02.2023	P01	            10456954		BC5	EA	            176
			10356741					10356741	DUAL PTT SENSOR HARNESS, PRODUCTION FCM	DepReq	PurRqs	           17566227	                  10	-1	              2	26.10.2022		19.04.2023	16.02.2023	P02	            10456954		BC5	EA
			10131713					10131713	CHOKE, FIXED, CC30-10K, CV38	DepReq	ShpgNt	         4501730322	                  30	-1	              2			21.03.2023	16.02.2023	P02	            10456954		BC1	EA	            250
			10358235					10358235	MULTIPHASE FLOWMETER, 3" ,SIIS 3	DepReq	PurRqs	           17576643	                  10	-1	              1	24.01.2023		16.02.2023	16.02.2023	P02	            10456954		BA1	EA
			10144047					10144047	EFL (OF) 12W ROV_P (FM) / 3 x 4W DIV_R	DepReq	PurRqs	           17576780	                  10	-2	              2	24.01.2023		16.02.2023	16.02.2023	P02	            10456954		BC5	EA
			10143918					10143918	EFL (OF) 12W ROV_P(FM) / DIV_R L=2m	DepReq	PurRqs	           17576801	                  10	-1	              1	24.01.2023		16.02.2023	16.02.2023	P02	            10456954		BC5	EA
			10147233					10147233	ELEC CONN RCPT 12W ROV DUMMY CAP	DepReq	PurRqs	           17568274	                  10	-3	              6	26.10.2022		19.04.2023	16.02.2023	S03	            10456954		BC7	EA	            250
			10185781					10185781	STUD FT, 7/8-9UNRC x 170mm, L7	DepReq	PurRqs	           17566195	                  10	-32	             64	26.10.2022		19.04.2023	16.02.2023	P02	            10456954		BC5	EA
			10185782					10185782	NUT HVY HEX, 7/8-9UNC, 7	DepReq	PurRqs	           17567476	                  10	-64	            128	26.10.2022		19.04.2023	16.02.2023	P01	            10456954		BC5	EA	            216
			10149398					10149398	HYDRAULIC COMPONENTS, PRODUCTION FCM	DepReq	PurRqs	           17583119	                  10	-1	              1	28.10.2022		24.03.2023	16.02.2023	P02	            10456954	           10	BC5	EA	            120
			10154610					10154610	PRODUCTION FCM CONSUMABLES, SKULD	DepReq	PldOrd	          112492424		-1	              1	03.01.2023	31.01.2023	16.02.2023	16.02.2023	P02	            10456954	           10	BC5	EA
			BB17-MX0020-30					BB17-MX0020-30	NUT HEX, M8, A4-80	DepReq	PurRqs	           16940001	                  10	-8	             48	26.10.2022		19.04.2023	16.02.2023	L02	            10456954		BC5	EA	            202
			BB17-MX0020-51					BB17-MX0020-51	BOLT HEX, M8 x 70, A4-80	DepReq	PurRqs	           17567469	                  10	-8	             16	12.12.2022		19.04.2023	16.02.2023	P02	            10456954		BC5	EA	             10
			10143919					10143919	EFL (OF) 12W_ROV_P / ROV_R L = 6.5m	DepReq	PurRqs	           17582986	                  10	-1	              1	28.10.2022		16.11.2023	16.02.2023	S03	            10456954		BC7	EA	            355
			10357958					10357958	EROSION PROBE, SIIS2	DepReq	PldOrd	          112501484		-1	              1	17.01.2023	14.02.2023	16.02.2023	16.02.2023	P02	            10456954		BA1	EA	            120
			10269148					10269148	NUT HVY HEX, 3/4-10UNC, 7	DepReq	PurRqs	           17519191	                  10	-48	            304	26.10.2022		19.04.2023	16.02.2023	P01	            10456954		BC5	EA	            176
			10188504					10188504	BRACKET FOR VENTURI	DepReq	PurRqs	           17566503	                  10	-1	              2	26.10.2022		19.04.2023	16.02.2023	P02	            10456954		D01	EA
			BB17-MX0071-14					BB17-MX0071-14	SCREW HEX, M16 x 50, L7	DepReq	PurRqs	           17567472	                  10	-2	              4	26.10.2022		19.04.2023	16.02.2023	Y01	            10456954		BC5	EA	            216
			BB17-MX0082-07					BB17-MX0082-07	NUT HEX, M16, 7	DepReq	PurRqs	           16936514	                  10	-1	             44	19.08.2022		19.04.2023	16.02.2023	P01	            10456954		BC5	EA	            176
			10105943					10105943	HYDRAULIC COUPLER 28MM (3/8"AE) L=470	DepReq	POitem	         4501745165	                  20	-4	             16			20.01.2023	16.02.2023	P02	            10456954		BC3	EA	            180
			10087766					10087766	VALVE SEAT, HC (28MM), SUPER DUPLEX	DepReq	POitem	         4501731762	                  10	-4	             24			23.11.2022	16.02.2023	M01	            10456954		TS9	EA	            190
			10054061					10054061	VALVE NOSE HC (28mm) SD	DepReq	POitem	         4501731762	                  20	-4	             24			23.11.2022	16.02.2023	M01	            10456954		TS9	EA	            210
			BB18-NT0217-02					BB18-NT0217-02	VALVE SPRING L=80	DepReq	POitem	         4501745165	                  30	-4	             34			20.01.2023	16.02.2023	C02	            10456954		BC3	EA	            130
			BB20-MX0055-01					BB20-MX0055-01	O-RING, 39,5x3, NBR70A	DepReq	ProjSt			-4					16.02.2023	C02	            10456954		TS9	EA	            220
			BB17-MX0034-46					BB17-MX0034-46	CIRCLIP-RING DIAM.46	DepReq	ProjSt			-4					16.02.2023	M01	            10456954		BC3	EA	            180

		10135082						10135082	STANDARD CONFIG. XMT  W/O FCM	OrdRes	PldOrd	          112501511		-1	              1	27.04.2023	26.05.2023	05.10.2023	05.10.2023	P02	             8593013	           90	BC5	EA

			10126522					10126522	XMT STRUCTURE FRAME, ASSEMBLY	DepReq	PurRqs	           16929867	                  10	-1	              2	14.09.2022		19.04.2023	26.05.2023	P02	            10457936		BC4	EA	            180
			10360043					10360043	SPOOL ASY,18 3/4"INT.2 1/16"&5 1/8" VLVS	DepReq	PldOrd	          112501533		-1	              1	10.04.2023	10.05.2023	26.05.2023	26.05.2023	A22	            10457936	           10		EA

				10360042				10360042	SPOOL, CRITICAL BOLTS ASSEMBLY	DepReq	PldOrd	          112501539		-1	              1	22.03.2023	20.04.2023	10.05.2023	10.05.2023	A23	            10458515	           10		EA

					10359994			10359994	SPOOL BODY, F/M	DepReq	PldOrd	          112501561		-1	              1	04.01.2023	01.02.2023	20.04.2023	20.04.2023	Y01	            10459124	           50	BC3	EA
