
Project						Material	Description	Requirement Element	Receipt Element	Receipt Element No.	Receipt Element Item	Rec./reqd qty	Target Quantity	Release/Creation	Bas. start date	Receipt Date	Requirements Date	MRP Controller	Reqmt Element Number	InhseProdTime	Purch. Group	Base Unit	Pl. Deliv. Time
				BB91-BDD-554		BB91-BDD-554	CIL HIDRAUL. 2" (EMBOLO) X 1.75" (CURSO)	DepReq	PurRqs	           17359457	                  10	-2	             22	06.01.2023		10.07.2023	13.09.2023	C02	            10457880		BC0	EA	            160
				10122050		10122050	HEXSO SH SCR,3/4x2,A193 B7M	DepReq	PurRqs	           17357287	                  10	-2	             22	02.12.2022		23.06.2023	13.09.2023	P01	            10457880		BC5	EA	            180
				BBACA001025		BBACA001025	PAD EYE ROTATE - 3,5 TON	DepReq	PurRqs	           17356270	                  10	-2	             22	30.01.2023		23.06.2023	13.09.2023	L01	            10457880		BC0	EA	            118
				10121660		10121660	HEX SCR,1.1/2-8x2.1/2,A193 B7M	DepReq	PurRqs	           17361676	                  10	-1	             11	16.12.2022		10.07.2023	13.09.2023	P01	            10457880		BC5	EA	            180
				10121033		10121033	HEXSO SCR,1/2-13x1.1/4,A193 B7M	DepReq	PurRqs	           17361886	                  10	-4	             44	03.01.2023		10.07.2023	13.09.2023	P01	            10457880		BC5	EA	            150
				10131107		10131107	HEXSO SCR,3/4-10x2.1/4,A193 B7M	DepReq	PurRqs	           17355046	                  10	-10	            110	06.01.2023		10.07.2023	13.09.2023	P01	            10457880		BC5	EA	            160
				10121637		10121637	HEX SCR,3/4-10x2,A193 B7M	DepReq	PurRqs	           17357766	                  10	-16	            422	14.12.2022		05.07.2023	13.09.2023	P01	            10457880		BC5	EA	            180
				10121665		10121665	HVY NUT,3/4-10,A194 2HM	DepReq	PurRqs	           17358264	                  10	-16	            418	01.02.2023		10.07.2023	13.09.2023	P01	            10457880		BC5	EA	            129
				BBPFC034233		BBPFC034233	PF CIL SEXT INT 5/16" X 1" AISI 316	DepReq	PurRqs	           17337914	                  10	-12	            136	03.01.2023		05.07.2023	13.09.2023	P01	            10457880		BC5	EA	            160
				BB91-BDB-236		BB91-BDB-236	IDENTIFICATION PLATE  - PRODUTO	DepReq	PurRqs	           17224631	                  10	-1	             33	31.01.2023		28.06.2023	13.09.2023	C02	            10457880		BC5	EA	            120
				BBREB000001		BBREB000001	RIVET BLIND Ø 3,2 X 8 MM 304	DepReq	PurRqs	           17213132	                  10	-4	            132	06.01.2023		30.06.2023	13.09.2023	C02	            10457880		BC5	EA	            150
				10349260		10349260	MACH, TAG PLATE, MTU	DepReq	PurRqs	           17355531	                  10	-1	             11	16.02.2023		10.07.2023	13.09.2023	M01	            10457880		BC3	EA	            114
				BBPFC029252		BBPFC029252	PF CIL SEXT INT 3/8" X 5/8"  AISI 316	DepReq	PurRqs	           17358924	                  10	-2	             66	10.02.2023		28.07.2023	13.09.2023	P01	            10457880		BC5	EA	            140
				BBARR034020		BBARR034020	ARR DENTADA 3/4" AISI 316	DepReq	PurRqs	           17357041	                  10	-6	            570	26.12.2022		19.06.2023	13.09.2023	L02	            10457880		BC5	EA	            150
				10226716		10226716	CSTNG, ANODE 160X160X380, WITH HOLES	DepReq	PurRqs	           17356796	                  10	-1	             12	16.11.2022		19.06.2023	13.09.2023	C01	            10457880		BC5	EA	            190
				BBARR034016		BBARR034016	EXTTH LK WSHR, 3/8, B18.21.1-A, AISI 316	DepReq	PurRqs	           16937482	                  10	-12	            195	17.11.2022		19.06.2023	13.09.2023	L02	            10457880		BC5	EA	            189
				10137724		10137724	HEXSO SCR,3/8-16x1.3/4,AISI316	DepReq	PurRqs	           17359539	                  10	-4	             48	25.11.2022		19.06.2023	13.09.2023	P01	            10457880		BC5	EA	            180
				BBPOR091016		BBPOR091016	HVY NUT, 3/8-16, AISI316	DepReq	PurRqs	           17217796	                  10	-8	            176	29.09.2022		05.05.2023	13.09.2023	P01	            10457880		BC5	EA	            192
				10122278		10122278	HEXSO SCR,1/4-20x3/4,A193 B7M	DepReq	PurRqs	           17355247	                  10	-7	            154	16.12.2022		07.07.2023	13.09.2023	P01	            10457880		BC5	EA	            180
				BBARR007018		BBARR007018	PL WSHR, 1/4, B18.22.1-A, AISI316	DepReq	PurRqs	           17358086	                  10	-7	            154	17.01.2023		26.06.2023	13.09.2023	P01	            10457880		BC5	EA	            135
				10356647		10356647	MACH, SUPPORT PLATE, XO MTU	DepReq	PurRqs	           17354649	                  10	-2	             22	15.02.2023		07.07.2023	13.09.2023	Y01	            10457880	           10	BC3	EA	            114
				10121639		10121639	HEX SCR,1/2-13x2,A193 B7M	DepReq	PurRqs	           17357627	                  10	-4	             44	13.01.2023		07.07.2023	13.09.2023	P01	            10457880		BC5	EA	            150
				10131167		10131167	HVY NUT,1/2-13, A194 4/7	DepReq	PurRqs	           17356838	                  10	-4	             52	13.10.2022		09.05.2023	13.09.2023	P01	            10457880		BC5	EA	            180
				BBARR034001		BBARR034001	EXTTH LK WSHR, 1/2, B18.21.1-A, AISI 316	DepReq	PurRqs	           17361992	                  10	-8	            180	26.10.2022		14.02.2023	13.09.2023	P01	            10457880		BC5	EA	            140
				10350906		10350906	QR CODE LABEL ROBUST 480 x 400 mm	DepReq	PurRqs	           17226007	                  10	-1	             22	13.10.2022		29.05.2023	13.09.2023	Y01	            10457880		BC5	EA	            200
				10346531		10346531	WLDMT, HYDR ROV PANEL, MTU	DepReq	PurRqs	           17356480	                  10	-1	             11	07.02.2023		28.06.2023	13.09.2023	M01	            10457880		BC3	EA	            114
				BB18-BS0303-25		BB18-BS0303-25	MACH, DUAL RECEPTACLE HOT STAB	DepReq	PurRqs	           17320669	                  10	-1	             11	07.03.2023		28.06.2023	13.09.2023	U01	            10457880		BC3	EA	             90
				10110005		10110005	PARKING PLACE RECEPTACLE - AISI 316	DepReq	PurRqs	           17320690	                  10	-1	             11	04.04.2023		28.06.2023	13.09.2023	M01	            10457880		BC3	EA	             60
				10089119		10089119	MOUNTING RING RECEPTACLE	DepReq	PurRqs	           17320753	                  10	-1	             11	17.10.2022		28.06.2023	13.09.2023	C01	            10457880		BC4	EA	            230
				BBPFE014282		BBPFE014282	CSK HEX SCR, 3/8-16x1.3/8-FT, AISI316	DepReq	PurRqs	           17320732	                  10	-8	             88	25.11.2022		28.06.2023	13.09.2023	P01	            10457880		BC5	EA	            192
				BBPOR091016		BBPOR091016	HVY NUT, 3/8-16, AISI316	DepReq	PurRqs	           17217796	                  10	-4	            176	29.09.2022		05.05.2023	13.09.2023	P01	            10457880		BC5	EA	            192
				BBPIN000047		BBPIN000047	PIN, DOWEL, Ø10h11 x 20, A4	DepReq	PurRqs	           17359436	                  10	-1	             11	02.12.2022		07.07.2023	13.09.2023	L02	            10457880		BC5	EA	            192
				10346529		10346529	WELDMENT, ELEC ROV PANEL, MTU	DepReq	PurRqs	           17356152	                  10	-1	              3	11.10.2022		02.08.2023	13.09.2023	M01	            10457880		BC3	EA	            270
				10339317		10339317	"E1" ELECTRICAL SYSTEM  FOR MTU	DepReq	PldOrd	          112488405		-1	              1	24.08.2023	31.08.2023	13.09.2023	13.09.2023	A25	            10457880	            8		EA

					10313244	10313244	ELEC CONN, 7W(F) ROV FLG JIC8(F) L=1.6M	DepReq	PurRqs	           17064318	                  10	-1	             11	21.10.2022		17.05.2023	31.08.2023	S03	            10458974		BC7	EA	            250
					10313154	10313154	ELEC CONN, 7 12W ROV PARK, UNIV TRANSF	DepReq	PurRqs	           16932449	                  10	-1	             22	05.12.2022		30.06.2023	31.08.2023	S03	            10458974		BC7	EA	            250
					10313245	10313245	ELEC CONN, 7W(M) ROV PROT CAP WIRED	DepReq	PurRqs	           16932264	                  10	-1	             11	02.12.2022		28.06.2023	31.08.2023	Y01	            10458974		BC7	EA	            250

				BBMEG005064		BBMEG005064	CONJUNTO DO CABO DE ATERRAMENTO TIPO I	DepReq	PurRqs	           17357375	                  10	-5	             55	16.11.2022		07.07.2023	13.09.2023	C02	            10457880		BC5	EA	            210
				BBPFS070232		BBPFS070232	HEX SCR, 5/16-18x3/4-FT, AISI316	DepReq	PurRqs	           17218259	                  10	-11	            143	30.12.2022		02.06.2023	13.09.2023	C03	            10457880		BC5	EA	            130
				BBARR034019		BBARR034019	EXTTH LK WSHR, 5/16, B18.21.1-A, AISI316	DepReq	PurRqs	           17217343	                  10	-11	            143	26.01.2023		22.06.2023	13.09.2023	L02	            10457880		BC5	EA	            120
				BBARR034016		BBARR034016	EXTTH LK WSHR, 3/8, B18.21.1-A, AISI 316	DepReq	PurRqs	           16937482	                  10	-2	            195	17.11.2022		19.06.2023	13.09.2023	L02	            10457880		BC5	EA	            189
				BBMEG005067		BBMEG005067	CONJUNTO DO CABO DE ATERRAMENTO TIPO II	DepReq	PurRqs	           16937508	                  10	-1	             11	22.02.2023		05.07.2023	13.09.2023	L02	            10457880		BC5	EA	            131
				10072741		10072741	MALE CONNECTOR OD 3/8" X 1/4" NPT	DepReq	PurRqs	           17361865	                  10	-8	             88	06.01.2023		07.07.2023	13.09.2023	C02	            10457880		BC0	EA	            159
				BBTUB180003		BBTUB180003	TUBING SS ASTM A269 TP 316L SL 3/8" OD	DepReq	PurRqs	           17217821	                  10	-12	            450	10.10.2022		24.01.2023	13.09.2023	P02	            10457880		BC0	M	            159
				10072747		10072747	UNION TEE FOR TUBE OD 3/8"	DepReq	PurRqs	           17361617	                  10	-2	             38	30.09.2022		07.12.2022	13.09.2023	C02	            10457880		BC0	EA	            159
				10086670		10086670	FEMALE CAP JIC DASH 8	DepReq	PurRqs	           17357389	                  10	-3	             33	25.01.2023		07.07.2023	13.09.2023	C02	            10457880		BC5	EA	            140
				10084920		10084920	BULKHEAD MALE CONN OD 3/8" x JIC DASH 6	DepReq	PurRqs	           17356297	                  10	-9	             99	06.01.2023		07.07.2023	13.09.2023	C02	            10457880		BC0	EA	            159
				10084200		10084200	CONNECTOR FOR TUBE OD 3/8"xOD 3/8"	DepReq	PurRqs	           17230946	                  10	-12	            160	20.10.2022		25.04.2023	13.09.2023	C02	            10457880		BC0	EA	            159
				10087431		10087431	CAP JIC DASH 6	DepReq	PurRqs	           17357400	                  10	-9	            108	06.01.2023		07.07.2023	13.09.2023	C02	            10457880		BC5	EA	            159
				10081156		10081156	BULKHEAD MALE CONN OD 3/8" X JIC DASH 8	DepReq	ProjSt			-3					13.09.2023	C02	            10457880		BC5	EA	            140
				10256836		10256836	MACH, RECEPTACLE ISO 13628-8 CLASS 4	DepReq	PurRqs	           17359895	                  10	-1	             11	15.02.2023		07.07.2023	13.09.2023	U01	            10457880		BC3	EA	            114
				10256728		10256728	MACH, SHAFT HANDLE, DIRECTIONAL VALVES	DepReq	PurRqs	           17360049	                  10	-1	             11	15.02.2023		07.07.2023	13.09.2023	U01	            10457880		BC3	EA	            114
				10310153		10310153	MACH, POSITION INDICATOR TYPE I	DepReq	PurRqs	           17158178	                  10	-1	             11	12.09.2022		07.06.2023	13.09.2023	Y01	            10457880		BC3	EA	            285
				BB18-BS0205-82		BB18-BS0205-82	MACH, DIRECTIONAL VALVE SUPPORT	DepReq	PurRqs	           17360147	                  10	-1	             11	12.01.2023		07.07.2023	13.09.2023	C01	            10457880		BC3	EA	             60
				10316461		10316461	DIRECTIONAL VALVE 3/8" NPT 2W/2P	DepReq	PurRqs	           17357701	                  10	-1	             11	06.01.2023		07.07.2023	13.09.2023	V02	            10457880		BC0	EA	            159
				BBPFE014006		BBPFE014006	CSK HEX SCR, 1/2” x 2.1/2”, AISI31	DepReq	PurRqs	           17320648	                  10	-4	             56	17.10.2022		29.03.2023	13.09.2023	P01	            10457880		BC5	EA	            160
				BBPFC034230		BBPFC034230	HEXSO SCR, 1/4-20x2.1/2-FT, AISI316	DepReq	PurRqs	           17361546	                  10	-4	             47	13.12.2022		14.06.2023	13.09.2023	P01	            10457880		BC5	EA	            160
				BBPFC029220		BBPFC029220	HEXSO SCR,3/8-16x1,AISI316	DepReq	PurRqs	           17361525	                  10	-2	             22	02.12.2022		07.07.2023	13.09.2023	P01	            10457880		BC5	EA	            192
				BBPOR091019		BBPOR091019	HVY NUT,1/4-20,AISI316	DepReq	PurRqs	           17361591	                  10	-4	             44	05.01.2023		07.07.2023	13.09.2023	P01	            10457880		BC5	EA	            160
				BBPOR091001		BBPOR091001	HVY NUT, 1/2-13, AISI316	DepReq	PurRqs	           17362014	                  10	-4	             64	30.09.2022		01.03.2023	13.09.2023	P01	            10457880		BC5	EA	            129
				BBARR034001		BBARR034001	EXTTH LK WSHR, 1/2, B18.21.1-A, AISI 316	DepReq	PurRqs	           17361992	                  10	-4	            180	26.10.2022		14.02.2023	13.09.2023	P01	            10457880		BC5	EA	            140
				BBARR004005		BBARR004005	PL WSHR, 10,5, B18.22.1-A, AISI316	DepReq	PurRqs	           17360212	                  10	-2	             22	13.01.2023		07.07.2023	13.09.2023	L02	            10457880		BC5	EA	            150
				BBPFC029256		BBPFC029256	HEXSO SCR,1/4-20x1/2,AISI316	DepReq	PurRqs	           17360297	                  10	-2	             22	13.01.2023		07.07.2023	13.09.2023	P01	            10457880		BC5	EA	            150
				BBARR034018		BBARR034018	ARR DENTADA 1/4" AISI 316	DepReq	PurRqs	           17361570	                  10	-4	             44	13.01.2023		07.07.2023	13.09.2023	L02	            10457880		BC5	EA	            150
				BB28-BS0203-16		BB28-BS0203-16	HOT STAB, WELDMENT BODY	DepReq	PurRqs	           17362397	                  10	-1	             11	25.10.2022		07.07.2023	13.09.2023	C01	            10457880		BC4	EA	            230
				BB93-BDA-654		BB93-BDA-654	MACH, HOT STAB POINTER	DepReq	PurRqs	           17362524	                  10	-1	             11	25.10.2022		07.07.2023	13.09.2023	M01	            10457880		BC3	EA	            230
				BBANV005025		BBANV005025	BU-RING, 32,16x38,15x1,27, NBR90A	DepReq	PurRqs	           17362651	                  10	-4	             44	16.12.2022		07.07.2023	13.09.2023	C02	            10457880		BC5	EA	            180
				BBANV000642		BBANV000642	RING "O" REF PARKER 2-218 70 SH A	DepReq	PurRqs	           17362545	                  10	-3	             31	05.01.2023		07.07.2023	13.09.2023	C02	            10457880		BC0	EA	            160
				10138739		10138739	QUICK LINK AISI316 6MM, EN 12275	DepReq	ProjSt			-1					13.09.2023	C02	            10457880		BC5	EA	            189
				10089437		10089437	RIMS TRANSFER 14  WAY 0 POP	DepReq	PurRqs	           17217364	                  10	-1	              4	14.09.2022		17.05.2023	13.09.2023	S03	            10457880		BA1	EA	            255

					10350160	10350160	RIMS TRANSFER 0 WAY 0 POP (PSM)	SubReq	PurRqs	           16985303	                  10	-4	             11	22.08.2022		27.10.2022	14.09.2022	S03	            10052490	           10	BA1	EA	            260

				10345488		10345488	HYDR RIMS, I/B 14W 12LP(S)	DepReq	PurRqs	           17208108	                  10	-1	              8	07.11.2022		17.05.2023	13.09.2023	S03	            10457880		BA1	EA	            189

					10349472	10349472	RIMS IB 14 WAY 12 POP (PSM)	SubReq	PurRqs	           17583537	                  10	-8	              8	28.10.2022		01.06.2023	07.11.2022	M03	            10047747	           10	BA1	EA	            189

				10346135		10346135	HYDR RIMS, LTPC 14W 12PRD	DepReq	PurRqs	           17212363	                  10	-1	              4	07.11.2022		17.05.2023	13.09.2023	S03	            10457880	           10	BA1	EA	            189

					10350156	10350156	RIMS LTPC 14 WAY 12 POP (PSM)	SubReq	PurRqs	           17583628	                  10	-4	              4	28.10.2022		01.06.2023	07.11.2022	M03	            10051168	           10	BA1	EA	            189
