
Project							Material	Description	Requirement Element	Receipt Element	Receipt Element No.	Receipt Element Item	Rec./reqd qty	Target Quantity	Release/Creation	Bas. start date	Receipt Date	Requirements Date	MRP Controller	Reqmt Element Number	InhseProdTime	Purch. Group	Base Unit	Pl. Deliv. Time
				10237551			10237551	TELESCOPIC SLIDE 600mm x 16mm x 29mm	SubReq	PurRqs	           17456282	                  10	-4	              4	06.10.2022		23.01.2023	25.01.2023	S03	            10233120		BC7	EA	            160
				10247653			10247653	EPU Rack Mtd Slide Plate - LHS	SubReq	PurRqs	           17456232	                  10	-4	              4	06.10.2022		23.01.2023	25.01.2023	S03	            10233120		BC7	EA	            140
				10316475			10316475	TEPU SUB RACK 19" 24U	SubReq	PurRqs	           17454705	                  10	-1	              1	01.11.2022		23.01.2023	25.01.2023	S03	            10233120		BC7	EA	             56

			10320135				10320135	ETU HARDWARE	DepReq	ShpgNt	         4501743009	                  10	-1	              1			24.01.2023	15.02.2023	S03	            10423229		BC7	EA	            150
			ABRS0125				ABRS0125	INTOUCH 2017 RUNTIME 3K TAG WITH I/O	DepReq				-1					15.02.2023		            10423229		B54	EA

		10136267					10136267	TRANSP. CASE, SCM INSTAL & RETRIEVE TOOL	OrdRes	PurRqs	           16463039	                  10	-1	              1	04.10.2022		08.03.2023	10.04.2023	S03	             8798740		BC5	EA	            120
		10314575					10314575	ASSY, FLM CORROSION CAP	OrdRes	PldOrd	          112486497		-1	              1	31.05.2023	07.06.2023	30.06.2023	30.06.2023	A45	             8798745	           16		EA

			10320768				10320768	MACH, BODY, FLM CORROSION CAP	DepReq	PurRqs	           17436570	                  10	-1	              3	13.10.2022		10.04.2023	07.06.2023	U04	            10456797		BC4	EA	            150
			10314507				10314507	WLDMT, HDL STRUCT, FLM CRSN CAP	DepReq	PurRqs	           17425332	                  10	-1	              3	13.10.2022		10.04.2023	07.06.2023	E06	            10456797		BC4	EA	            114

				10345576			10345576	SACOR 1,0 KG ALUMINUM ALLOY ANODE	SubReq	PurRqs	           17434790	                  10	-3	              3	06.10.2022		01.02.2023	01.02.2023	P02	            10252647		BC5	EA	            150

			10073730				10073730	PIN, LOCKING, L = 285 MM, ÿ12, MACH	DepReq	PurRqs	           17425323	                  10	-3	              9	06.12.2022		10.04.2023	07.06.2023	M01	            10456797		BC3	EA	            150
			10073805				10073805	MACH, PLATE SPRING, MLF PROTECTION CAP	DepReq	PurRqs	           17425326	                  10	-3	              9	06.10.2022		10.04.2023	07.06.2023	M01	            10456797		BC4	EA	            159
			10073851				10073851	RETAINER, MLF PROTECTION CAP, AISI 316	DepReq	PurRqs	           17425329	                  10	-3	              9	13.10.2022		10.04.2023	07.06.2023	M01	            10456797		BC3	EA	            150
			BB91-BDB-236				BB91-BDB-236	IDENTIFICATION PLATE  - PRODUTO	DepReq	PurRqs	           17131532	                  10	-1	             14	06.10.2022		01.03.2023	07.06.2023	C02	            10456797		BC5	EA	            120
			BBREB000001				BBREB000001	RIVET BLIND ÿ 3,2 X 8 MM 304	DepReq	PurRqs	           17427018	                  10	-4	             40	26.10.2022		19.04.2023	07.06.2023	C02	            10456797		BC5	EA	            150
			BBPOR091019				BBPOR091019	HVY NUT,1/4-20,AISI316	DepReq	PurRqs	           17366996	                  10	-3	            145	04.10.2022		15.02.2023	07.06.2023	P01	            10456797		BC5	EA	            160
			BBPFC029238				BBPFC029238	PF CIL SEXT INT 3/8" X 3/4"  AISI 316	DepReq	PurRqs	           17425344	                  10	-12	             36	13.10.2022		10.04.2023	07.06.2023	P01	            10456797		BC5	EA	            150
			BBPOR091001				BBPOR091001	HVY NUT, 1/2-13, AISI316	DepReq	PurRqs	           17428145	                  10	-7	             21	21.10.2022		17.04.2023	07.06.2023	P01	            10456797		BC5	EA	            129
			BBANV000884				BBANV000884	O-RING REF PARKER 2-014 70 SH A	DepReq	PurRqs	           17425311	                  10	-1	              3	10.10.2022		25.04.2023	07.06.2023	C02	            10456797		B02	EA	            174
			10128334				10128334	HEX SCR,1/2-13x3.3/4,AISI316	DepReq	PurRqs	           17425335	                  10	-3	              9	11.10.2022		04.05.2023	07.06.2023	P01	            10456797		BC5	EA	            180
			BBANV000991				BBANV000991	O-RING REF PARKER 2-459 90 SH A	DepReq	PurRqs	           17425317	                  10	-1	              3	13.10.2022		10.04.2023	07.06.2023	C02	            10456797		B02	EA	             70
			10072596				10072596	MALE CONNECTOR 3/8" OD X 3/8" NPT	DepReq	PurRqs	           17332461	                  10	-1	             14	27.09.2022		29.03.2023	07.06.2023	C02	            10456797		BC0	EA	            159
			BBTUB180003				BBTUB180003	TUBING SS ASTM A269 TP 316L SL 3/8" OD	DepReq	PurRqs	           17332471	                  10	-0,180	            205	28.09.2022		30.03.2023	07.06.2023	P02	            10456797		BC0	M	            159
			BBMEG005065				BBMEG005065	Earth strap_RSCMMB	DepReq	PurRqs	           17427826	                  10	-1	              3	13.10.2022		10.04.2023	07.06.2023	L02	            10456797		BC5	EA	            150
			BBMEG005064				BBMEG005064	CONJUNTO DO CABO DE ATERRAMENTO TIPO I	DepReq	PurRqs	           17425338	                  10	-1	              3	05.10.2022		10.04.2023	07.06.2023	C02	            10456797		BC5	EA	            210
			BBARR034018				BBARR034018	ARR DENTADA 1/4" AISI 316	DepReq	PurRqs	           17425354	                  10	-4	             12	13.10.2022		10.04.2023	07.06.2023	L02	            10456797		BC5	EA	            150
			BBPFC029228				BBPFC029228	HEXSO, 1/4" X 1 1/2", AISI 316	DepReq	PurRqs	           17425320	                  10	-5	             15	06.10.2022		10.04.2023	07.06.2023	P01	            10456797		BC5	EA	            180

		10319344					10319344	ASSY, XMT HANDLING & TEST TOOL, 10KSI	OrdRes	PldOrd	          112487270		-1	              1	18.05.2023	25.05.2023	15.07.2023	15.07.2023	A45	             8798746	           35		EA

			10119443				10119443	MACH, BODY, HANDLING TEST CAP	DepReq	PurRqs	           17553718	                  10	-1	              1	16.12.2022		25.05.2023	25.05.2023	U01	            10457827		BC8	EA	            135

				10119442			10119442	PRE-MACH, BODY, HANDLING TEST CAP	SubReq	POitem	         4501740493	                 220	-1	              1			18.04.2023	16.12.2022	M01	            10423965		BC2	EA	            210

			10237884				10237884	MACH, LOCKING DOG, HANDLING TEST CAP	DepReq	PurRqs	           17566502	                  10	-1	              1	16.12.2022		25.05.2023	25.05.2023	U01	            10457827		BC8	EA	            135

				10119398			10119398	FORG, ÿ 787 / 622 x 114mm, 4130, 105K	SubReq	POitem	         4501740493	                 230	-1	              1			07.03.2023	16.12.2022	F01	            10458355		BC2	EA	            180

			10237885				10237885	MACH, DOG ACTUADOR, HAND AND TEST CAP	DepReq	PurRqs	           17557075	                  10	-8	              8	16.12.2022		25.05.2023	25.05.2023	U04	            10457827		BC8	EA	            135

				10061344			10061344	ROUND BAR DIA 1 3/4" 4130 105K	SubReq	POitem	         4501740500	                  60	-0,944	          0,944			24.01.2023	16.12.2022	F01	            10424772		BC2	M	            115

			10103843				10103843	5" STAB, XT HDLG & TEST CAP, Mach.	DepReq	PurRqs	           16780454	                  10	-1	              1	15.09.2022		01.03.2023	25.05.2023	U04	            10457827		BC3	EA	            150
			10103841				10103841	2" STAB, XT HDLG & TEST CAP, Mach.	DepReq	PurRqs	           16780455	                  10	-1	              1	20.09.2022		01.03.2023	25.05.2023	U04	            10457827		BC3	EA	            150
			10104224				10104224	S-SEAL - JAMES WALKER JW449-861-1B1	DepReq	PurRqs	           16780450	                  10	-2	             12	14.09.2022		01.03.2023	25.05.2023	C02	            10457827		BC3	EA	            174
			BBACA001027				BBACA001027	SHACKLE G-4163 GUNNEBO 85 T	DepReq	PurRqs	           16780464	                  10	-1	              2	05.10.2022		01.03.2023	25.05.2023	L01	            10457827		BC5	EA	            118
			BB91-BDB-236				BB91-BDB-236	IDENTIFICATION PLATE  - PRODUTO	DepReq	PurRqs	           17131532	                  10	-1	             14	06.10.2022		01.03.2023	25.05.2023	C02	            10457827		BC5	EA	            120
			BBREB000001				BBREB000001	RIVET BLIND ÿ 3,2 X 8 MM 304	DepReq	ProjSt			-12					25.05.2023	C02	            10457827		BC5	EA	            150
			10076372				10076372	LOAD IDENT PLT, TREE RNNG TOOL CAP, Mach	DepReq	PurRqs	           16780456	                  10	-1	              1	01.10.2022		29.03.2023	25.05.2023	C01	            10457827		BC4	EA	            155
			10102609				10102609	S-SEAL - JAMES WALKER JW449-326A-1B1	DepReq	PurRqs	           17538595	                  10	-1	              5	21.10.2022		05.04.2023	25.05.2023	C02	            10457827		B02	EA	            174
			10057200				10057200	1 LEG SLING, 70 TON x 5,5M	DepReq	PurRqs	           16780460	                  10	-1	              1	05.10.2022		29.03.2023	25.05.2023	L01	            10457827		BC5	EA	            135
			10103845				10103845	S-SEAL - JAMES WALKER JW449-863-1B1	DepReq	ProjSt			-1					25.05.2023	C02	            10457827		B02	EA	            174
			10077019				10077019	MACH, TREE RUNNING TOOL CAP PIN	DepReq	PurRqs	           17556707	                  10	-4	              4	16.12.2022		25.05.2023	25.05.2023	U01	            10457827		BC8	EA	            135

				BBFJD001318			BBFJD001318	FORG, ROUND BAR ÿ1" 4130 80K	SubReq	POitem	         4501733241	                 150	-0,600	          0,960			08.11.2022	16.12.2022	F01	            10458586		BC2	M	            120

			10132751				10132751	GUIDE PIN, XMT HANDLING-TEST CAP, MACH	DepReq	PurRqs	           16780469	                  10	-3	              3	15.09.2022		01.03.2023	25.05.2023	U04	            10457827		BC3	EA	            150
			10103846				10103846	S-SEAL - JAMES WALKER JW449-325A-1B1	DepReq	PurRqs	           17131142	                  10	-2	              7	21.10.2022		14.03.2023	25.05.2023	C02	            10457827		B02	EA	            174
			10067296				10067296	ADAPTER 9/16"-18 M MALE X 9/16" MP MALE	DepReq	PurRqs	           16929649	                  10	-2	              2	02.09.2022		14.03.2023	25.05.2023	C02	            10457827		BC5	EA	            189
			10109986				10109986	CAP 9/16" TYPE M	DepReq	POitem	         4501741783	                  70	-2	             36			16.02.2023	25.05.2023	C02	            10457827		BC0	EA	            159
			10122103				10122103	MACH, LOCKING IDENTIFICATION PLATE	DepReq	PurRqs	           16780452	                  10	-1	              1	18.09.2022		01.03.2023	25.05.2023	C01	            10457827		BC3	EA	            155

		10328282					10328282	XMT HANDLING TABLE ASSEMBLY	OrdRes	PldOrd	          112487711		-1	              1	06.07.2023	13.07.2023	31.08.2023	31.08.2023	A45	             8798749	           35		EA

			10328281				10328281	WLDMT, MAIN STRUCTURE, SUPPORT TABLE	DepReq	PurRqs	           17051084	                  10	-1	              1	10.11.2022		04.05.2023	13.07.2023	E06	            10457452		BC4	EA	            114
			10254222				10254222	MACH, INTERNAL GUIDE SUPPORT TABLE	DepReq	PurRqs	           17050827	                  10	-4	              4	20.11.2022		04.05.2023	13.07.2023	M01	            10457452		BC3	EA	            150
			10254179				10254179	MACH, EXTERNAL GUIDE SUPPORT TABLE	DepReq	PurRqs	           17050595	                  10	-2	              2	10.11.2022		04.05.2023	13.07.2023	M01	            10457452		BC3	EA	            120
			10254223				10254223	MACH, SLEEVE FOR SUPPORT TABLE	DepReq	PurRqs	           17556344	                  10	-4	              4	31.01.2023		13.07.2023	13.07.2023	U01	            10457452		BC8	EA	            135

				10210917			10210917	FORG, ROUND BAR, 3", 8630 - 80K	SubReq	POitem	         4501742210	                  30	-0,320	          0,320			14.02.2023	31.01.2023	F01	            10458325		BC2	M	            120

			10254224				10254224	MACH, REACTION PLATE SUPPORT TABLE	DepReq	PurRqs	           17051080	                  10	-4	              4	20.11.2022		12.05.2023	13.07.2023	M01	            10457452		BC3	EA	            120
			10254225				10254225	MACH, SPINDLE FOR SUPPORT TABLE	DepReq	PurRqs	           17556721	                  10	-4	              4	31.01.2023		13.07.2023	13.07.2023	U01	            10457452		BC8	EA	            135

				10106411			10106411	ROUND BAR, ÿ2-1/8", UNS S17400	SubReq	POitem	         4501742229	                  20	-2,380	          2,380			20.01.2023	31.01.2023	F01	            10458758		BC2	M	            150

			10121032				10121032	HEXSO SCR,3/8-16x1.1/4,A193 B7M	DepReq	PurRqs	           17054535	                  10	-16	             16	14.09.2022		15.03.2023	13.07.2023	P01	            10457452		BC5	EA	            180
			10254227				10254227	MACH, REMOVABLE STOP	DepReq	PurRqs	           17051081	                  10	-4	              4	20.11.2022		15.05.2023	13.07.2023	M01	            10457452		BC3	EA	            130
			10121033				10121033	HEXSO SCR,1/2-13x1.1/4,A193 B7M	DepReq	PurRqs	           17059518	                  10	-8	              8	10.11.2022		15.05.2023	13.07.2023	P01	            10457452		BC5	EA	            150
			10121784				10121784	HEXSO SCR,1/2-13x2,A193 B7M	DepReq	PurRqs	           17051933	                  10	-24	             24	10.10.2022		15.05.2023	13.07.2023	P01	            10457452		BC5	EA	            180
			BB91-BDB-236				BB91-BDB-236	IDENTIFICATION PLATE  - PRODUTO	DepReq	ProjSt			-1					13.07.2023	C02	            10457452		BC5	EA	            120
			BBREB000001				BBREB000001	RIVET BLIND ÿ 3,2 X 8 MM 304	DepReq	ProjSt			-4					13.07.2023	C02	            10457452		BC5	EA	            150
			10265050				10265050	4 LEGS SLING - 8 TON (30∫) X 6,2M	DepReq	PurRqs	           17050596	                  10	-1	              1	20.11.2022		15.05.2023	13.07.2023	L02	            10457452		BC5	EA	            120
			10093317				10093317	COTTER PIN 3/16" X 2" AISI 316	DepReq	PurRqs	           17335422	                  10	-4	              4	10.10.2022		05.04.2023	13.07.2023	L02	            10457452		BC0	EA	            140
			10328283				10328283	MACH, EXTERNAL GUIDE SUPPORT TABLE	DepReq	PurRqs	           17051277	                  10	-2	              2	20.11.2022		04.05.2023	13.07.2023	P02	            10457452		BC3	EA	            114

		10351881					10351881	TH FLUSHING CAP	OrdRes	PldOrd	          112486691		-1	              1	11.04.2023	18.04.2023	09.06.2023	09.06.2023	A45	             8798750	           35	BC8	EA

			10358956				10358956	MACH, UPPER PLATE, TH TEST CAP	DepReq	PurRqs	           17555839	                  10	-1	              2	23.03.2023		18.04.2023	18.04.2023	P02	            10456936		BC5	EA
			10358995				10358995	MACH, LOWER PLATE, TH TEST CAP	DepReq	PurRqs	           17555713	                  10	-1	              2	23.03.2023		18.04.2023	18.04.2023	P02	            10456936		BC5	EA
			10358996				10358996	MACH, HYDRAULIC STABS, TH TEST CAP	DepReq	PurRqs	           17555614	                  10	-9	             18	23.03.2023		18.04.2023	18.04.2023	P02	            10456936		BC5	EA
			10358997				10358997	MACH, MAIN STEM, TH TEST CAP	DepReq	PurRqs	           17555715	                  10	-1	              2	23.03.2023		18.04.2023	18.04.2023	P02	            10456936		BC5	EA
			10358998				10358998	MACH, STEM LOCK, TH TEST CAP	DepReq	PurRqs	           17556185	                  10	-1	              2	23.03.2023		18.04.2023	18.04.2023	P02	            10456936		BC5	EA
